,product,date,region,sales
12855,pink morsel,2019-05-11,west,$1614.00
12880,pink morsel,2019-05-12,north,$1743.00
12881,pink morsel,2019-05-12,south,$1524.00
12882,pink morsel,2019-05-12,east,$1761.00
12883,pink morsel,2019-05-12,west,$1743.00
12908,pink morsel,2019-05-13,north,$1563.00
12909,pink morsel,2019-05-13,south,$1716.00
12910,pink morsel,2019-05-13,east,$1560.00
12911,pink morsel,2019-05-13,west,$1614.00
12936,pink morsel,2019-05-14,north,$1617.00
12937,pink morsel,2019-05-14,south,$1761.00
12938,pink morsel,2019-05-14,east,$1635.00
12939,pink morsel,2019-05-14,west,$1614.00
12964,pink morsel,2019-05-15,north,$1509.00
12965,pink morsel,2019-05-15,south,$1650.00
12966,pink morsel,2019-05-15,east,$1755.00
12967,pink morsel,2019-05-15,west,$1569.00
12992,pink morsel,2019-05-16,north,$1605.00
12993,pink morsel,2019-05-16,south,$1695.00
12994,pink morsel,2019-05-16,east,$1662.00
12995,pink morsel,2019-05-16,west,$1605.00
13020,pink morsel,2019-05-17,north,$1731.00
13021,pink morsel,2019-05-17,south,$1590.00
13022,pink morsel,2019-05-17,east,$1620.00
13023,pink morsel,2019-05-17,west,$1752.00
13048,pink morsel,2019-05-18,north,$1533.00
13049,pink morsel,2019-05-18,south,$1737.00
13050,pink morsel,2019-05-18,east,$1608.00
13051,pink morsel,2019-05-18,west,$1662.00
13076,pink morsel,2019-05-19,north,$1797.00
13077,pink morsel,2019-05-19,south,$1728.00
13078,pink morsel,2019-05-19,east,$1686.00
13079,pink morsel,2019-05-19,west,$1650.00
13104,pink morsel,2019-05-20,north,$1695.00
13105,pink morsel,2019-05-20,south,$1752.00
13106,pink morsel,2019-05-20,east,$1785.00
13107,pink morsel,2019-05-20,west,$1668.00
13132,pink morsel,2019-05-21,north,$1515.00
13133,pink morsel,2019-05-21,south,$1683.00
13134,pink morsel,2019-05-21,east,$1794.00
13135,pink morsel,2019-05-21,west,$1533.00
13160,pink morsel,2019-05-22,north,$1599.00
13161,pink morsel,2019-05-22,south,$1761.00
13162,pink morsel,2019-05-22,east,$1761.00
13163,pink morsel,2019-05-22,west,$1722.00
13188,pink morsel,2019-05-23,north,$1626.00
13189,pink morsel,2019-05-23,south,$1668.00
13190,pink morsel,2019-05-23,east,$1641.00
13191,pink morsel,2019-05-23,west,$1740.00
13216,pink morsel,2019-05-24,north,$1650.00
13217,pink morsel,2019-05-24,south,$1623.00
13218,pink morsel,2019-05-24,east,$1653.00
13219,pink morsel,2019-05-24,west,$1773.00
13244,pink morsel,2019-05-25,north,$1788.00
13245,pink morsel,2019-05-25,south,$1581.00
13246,pink morsel,2019-05-25,east,$1677.00
13247,pink morsel,2019-05-25,west,$1569.00
13272,pink morsel,2019-05-26,north,$1791.00
13273,pink morsel,2019-05-26,south,$1617.00
13274,pink morsel,2019-05-26,east,$1638.00
13275,pink morsel,2019-05-26,west,$1542.00
13300,pink morsel,2019-05-27,north,$1590.00
13301,pink morsel,2019-05-27,south,$1704.00
13302,pink morsel,2019-05-27,east,$1680.00
13303,pink morsel,2019-05-27,west,$1527.00
13328,pink morsel,2019-05-28,north,$1635.00
13329,pink morsel,2019-05-28,south,$1755.00
13330,pink morsel,2019-05-28,east,$1560.00
13331,pink morsel,2019-05-28,west,$1533.00
13356,pink morsel,2019-05-29,north,$1599.00
13357,pink morsel,2019-05-29,south,$1677.00
13358,pink morsel,2019-05-29,east,$1581.00
13359,pink morsel,2019-05-29,west,$1680.00
13384,pink morsel,2019-05-30,north,$1692.00
13385,pink morsel,2019-05-30,south,$1644.00
13386,pink morsel,2019-05-30,east,$1716.00
13387,pink morsel,2019-05-30,west,$1761.00
13412,pink morsel,2019-05-31,north,$1716.00
13413,pink morsel,2019-05-31,south,$1764.00
13414,pink morsel,2019-05-31,east,$1677.00
13415,pink morsel,2019-05-31,west,$1605.00
13440,pink morsel,2019-06-01,north,$1680.00
13441,pink morsel,2019-06-01,south,$1695.00
13442,pink morsel,2019-06-01,east,$1548.00
13443,pink morsel,2019-06-01,west,$1689.00
13468,pink morsel,2019-06-02,north,$1755.00
13469,pink morsel,2019-06-02,south,$1707.00
13470,pink morsel,2019-06-02,east,$1557.00
13471,pink morsel,2019-06-02,west,$1644.00
13496,pink morsel,2019-06-03,north,$1719.00
13497,pink morsel,2019-06-03,south,$1680.00
13498,pink morsel,2019-06-03,east,$1581.00
13499,pink morsel,2019-06-03,west,$1749.00
13524,pink morsel,2019-06-04,north,$1602.00
13525,pink morsel,2019-06-04,south,$1704.00
13526,pink morsel,2019-06-04,east,$1602.00
13527,pink morsel,2019-06-04,west,$1554.00
13552,pink morsel,2019-06-05,north,$1632.00
13553,pink morsel,2019-06-05,south,$1560.00
13554,pink morsel,2019-06-05,east,$1647.00
13555,pink morsel,2019-06-05,west,$1560.00
13580,pink morsel,2019-06-06,north,$1662.00
13581,pink morsel,2019-06-06,south,$1545.00
13582,pink morsel,2019-06-06,east,$1614.00
13583,pink morsel,2019-06-06,west,$1746.00
13608,pink morsel,2019-06-07,north,$1713.00
13609,pink morsel,2019-06-07,south,$1668.00
13610,pink morsel,2019-06-07,east,$1503.00
13611,pink morsel,2019-06-07,west,$1758.00
13636,pink morsel,2019-06-08,north,$1656.00
13637,pink morsel,2019-06-08,south,$1560.00
13638,pink morsel,2019-06-08,east,$1710.00
13639,pink morsel,2019-06-08,west,$1677.00
13664,pink morsel,2019-06-09,north,$1782.00
13665,pink morsel,2019-06-09,south,$1665.00
13666,pink morsel,2019-06-09,east,$1782.00
13667,pink morsel,2019-06-09,west,$1797.00
13692,pink morsel,2019-06-10,north,$1698.00
13693,pink morsel,2019-06-10,south,$1689.00
13694,pink morsel,2019-06-10,east,$1623.00
13695,pink morsel,2019-06-10,west,$1767.00
0,pink morsel,2019-06-11,north,$1635.00
1,pink morsel,2019-06-11,south,$1563.00
2,pink morsel,2019-06-11,east,$1785.00
3,pink morsel,2019-06-11,west,$1521.00
28,pink morsel,2019-06-12,north,$1728.00
29,pink morsel,2019-06-12,south,$1515.00
30,pink morsel,2019-06-12,east,$1548.00
31,pink morsel,2019-06-12,west,$1677.00
56,pink morsel,2019-06-13,north,$1587.00
57,pink morsel,2019-06-13,south,$1719.00
58,pink morsel,2019-06-13,east,$1587.00
59,pink morsel,2019-06-13,west,$1773.00
84,pink morsel,2019-06-14,north,$1557.00
85,pink morsel,2019-06-14,south,$1680.00
86,pink morsel,2019-06-14,east,$1773.00
87,pink morsel,2019-06-14,west,$1509.00
112,pink morsel,2019-06-15,north,$1602.00
113,pink morsel,2019-06-15,south,$1794.00
114,pink morsel,2019-06-15,east,$1764.00
115,pink morsel,2019-06-15,west,$1785.00
140,pink morsel,2019-06-16,north,$1662.00
141,pink morsel,2019-06-16,south,$1563.00
142,pink morsel,2019-06-16,east,$1671.00
143,pink morsel,2019-06-16,west,$1533.00
168,pink morsel,2019-06-17,north,$1587.00
169,pink morsel,2019-06-17,south,$1512.00
170,pink morsel,2019-06-17,east,$1536.00
171,pink morsel,2019-06-17,west,$1566.00
196,pink morsel,2019-06-18,north,$1767.00
197,pink morsel,2019-06-18,south,$1614.00
198,pink morsel,2019-06-18,east,$1776.00
199,pink morsel,2019-06-18,west,$1728.00
224,pink morsel,2019-06-19,north,$1614.00
225,pink morsel,2019-06-19,south,$1572.00
226,pink morsel,2019-06-19,east,$1614.00
227,pink morsel,2019-06-19,west,$1734.00
252,pink morsel,2019-06-20,north,$1566.00
253,pink morsel,2019-06-20,south,$1632.00
254,pink morsel,2019-06-20,east,$1785.00
255,pink morsel,2019-06-20,west,$1770.00
280,pink morsel,2019-06-21,north,$1725.00
281,pink morsel,2019-06-21,south,$1542.00
282,pink morsel,2019-06-21,east,$1677.00
283,pink morsel,2019-06-21,west,$1533.00
308,pink morsel,2019-06-22,north,$1578.00
309,pink morsel,2019-06-22,south,$1713.00
310,pink morsel,2019-06-22,east,$1776.00
311,pink morsel,2019-06-22,west,$1515.00
336,pink morsel,2019-06-23,north,$1587.00
337,pink morsel,2019-06-23,south,$1770.00
338,pink morsel,2019-06-23,east,$1773.00
339,pink morsel,2019-06-23,west,$1671.00
364,pink morsel,2019-06-24,north,$1704.00
365,pink morsel,2019-06-24,south,$1545.00
366,pink morsel,2019-06-24,east,$1671.00
367,pink morsel,2019-06-24,west,$1800.00
392,pink morsel,2019-06-25,north,$1611.00
393,pink morsel,2019-06-25,south,$1797.00
394,pink morsel,2019-06-25,east,$1623.00
395,pink morsel,2019-06-25,west,$1776.00
420,pink morsel,2019-06-26,north,$1677.00
421,pink morsel,2019-06-26,south,$1800.00
422,pink morsel,2019-06-26,east,$1794.00
423,pink morsel,2019-06-26,west,$1686.00
448,pink morsel,2019-06-27,north,$1671.00
449,pink morsel,2019-06-27,south,$1635.00
450,pink morsel,2019-06-27,east,$1740.00
451,pink morsel,2019-06-27,west,$1671.00
476,pink morsel,2019-06-28,north,$1671.00
477,pink morsel,2019-06-28,south,$1770.00
478,pink morsel,2019-06-28,east,$1773.00
479,pink morsel,2019-06-28,west,$1581.00
504,pink morsel,2019-06-29,north,$1533.00
505,pink morsel,2019-06-29,south,$1650.00
506,pink morsel,2019-06-29,east,$1536.00
507,pink morsel,2019-06-29,west,$1548.00
532,pink morsel,2019-06-30,north,$1785.00
533,pink morsel,2019-06-30,south,$1614.00
534,pink morsel,2019-06-30,east,$1569.00
535,pink morsel,2019-06-30,west,$1800.00
560,pink morsel,2019-07-01,north,$1644.00
561,pink morsel,2019-07-01,south,$1659.00
562,pink morsel,2019-07-01,east,$1659.00
563,pink morsel,2019-07-01,west,$1644.00
588,pink morsel,2019-07-02,north,$1656.00
589,pink morsel,2019-07-02,south,$1566.00
590,pink morsel,2019-07-02,east,$1686.00
591,pink morsel,2019-07-02,west,$1677.00
616,pink morsel,2019-07-03,north,$1770.00
617,pink morsel,2019-07-03,south,$1689.00
618,pink morsel,2019-07-03,east,$1704.00
619,pink morsel,2019-07-03,west,$1800.00
644,pink morsel,2019-07-04,north,$1782.00
645,pink morsel,2019-07-04,south,$1746.00
646,pink morsel,2019-07-04,east,$1527.00
647,pink morsel,2019-07-04,west,$1581.00
672,pink morsel,2019-07-05,north,$1518.00
673,pink morsel,2019-07-05,south,$1554.00
674,pink morsel,2019-07-05,east,$1548.00
675,pink morsel,2019-07-05,west,$1533.00
700,pink morsel,2019-07-06,north,$1791.00
701,pink morsel,2019-07-06,south,$1578.00
702,pink morsel,2019-07-06,east,$1779.00
703,pink morsel,2019-07-06,west,$1704.00
728,pink morsel,2019-07-07,north,$1587.00
729,pink morsel,2019-07-07,south,$1593.00
730,pink morsel,2019-07-07,east,$1644.00
731,pink morsel,2019-07-07,west,$1680.00
756,pink morsel,2019-07-08,north,$1614.00
757,pink morsel,2019-07-08,south,$1704.00
758,pink morsel,2019-07-08,east,$1797.00
759,pink morsel,2019-07-08,west,$1770.00
784,pink morsel,2019-07-09,north,$1605.00
785,pink morsel,2019-07-09,south,$1686.00
786,pink morsel,2019-07-09,east,$1794.00
787,pink morsel,2019-07-09,west,$1713.00
812,pink morsel,2019-07-10,north,$1755.00
813,pink morsel,2019-07-10,south,$1500.00
814,pink morsel,2019-07-10,east,$1632.00
815,pink morsel,2019-07-10,west,$1800.00
840,pink morsel,2019-07-11,north,$1800.00
841,pink morsel,2019-07-11,south,$1650.00
842,pink morsel,2019-07-11,east,$1704.00
843,pink morsel,2019-07-11,west,$1590.00
868,pink morsel,2019-07-12,north,$1779.00
869,pink morsel,2019-07-12,south,$1554.00
870,pink morsel,2019-07-12,east,$1635.00
871,pink morsel,2019-07-12,west,$1608.00
896,pink morsel,2019-07-13,north,$1791.00
897,pink morsel,2019-07-13,south,$1779.00
898,pink morsel,2019-07-13,east,$1527.00
899,pink morsel,2019-07-13,west,$1689.00
924,pink morsel,2019-07-14,north,$1782.00
925,pink morsel,2019-07-14,south,$1662.00
926,pink morsel,2019-07-14,east,$1620.00
927,pink morsel,2019-07-14,west,$1692.00
952,pink morsel,2019-07-15,north,$1551.00
953,pink morsel,2019-07-15,south,$1620.00
954,pink morsel,2019-07-15,east,$1725.00
955,pink morsel,2019-07-15,west,$1602.00
980,pink morsel,2019-07-16,north,$1518.00
981,pink morsel,2019-07-16,south,$1761.00
982,pink morsel,2019-07-16,east,$1539.00
983,pink morsel,2019-07-16,west,$1614.00
1008,pink morsel,2019-07-17,north,$1548.00
1009,pink morsel,2019-07-17,south,$1551.00
1010,pink morsel,2019-07-17,east,$1722.00
1011,pink morsel,2019-07-17,west,$1662.00
1036,pink morsel,2019-07-18,north,$1509.00
1037,pink morsel,2019-07-18,south,$1773.00
1038,pink morsel,2019-07-18,east,$1767.00
1039,pink morsel,2019-07-18,west,$1581.00
1064,pink morsel,2019-07-19,north,$1626.00
1065,pink morsel,2019-07-19,south,$1734.00
1066,pink morsel,2019-07-19,east,$1761.00
1067,pink morsel,2019-07-19,west,$1659.00
1092,pink morsel,2019-07-20,north,$1638.00
1093,pink morsel,2019-07-20,south,$1539.00
1094,pink morsel,2019-07-20,east,$1782.00
1095,pink morsel,2019-07-20,west,$1728.00
1120,pink morsel,2019-07-21,north,$1746.00
1121,pink morsel,2019-07-21,south,$1536.00
1122,pink morsel,2019-07-21,east,$1719.00
1123,pink morsel,2019-07-21,west,$1773.00
1148,pink morsel,2019-07-22,north,$1611.00
1149,pink morsel,2019-07-22,south,$1665.00
1150,pink morsel,2019-07-22,east,$1506.00
1151,pink morsel,2019-07-22,west,$1746.00
1176,pink morsel,2019-07-23,north,$1770.00
1177,pink morsel,2019-07-23,south,$1734.00
1178,pink morsel,2019-07-23,east,$1707.00
1179,pink morsel,2019-07-23,west,$1620.00
1204,pink morsel,2019-07-24,north,$1569.00
1205,pink morsel,2019-07-24,south,$1656.00
1206,pink morsel,2019-07-24,east,$1617.00
1207,pink morsel,2019-07-24,west,$1638.00
1232,pink morsel,2019-07-25,north,$1701.00
1233,pink morsel,2019-07-25,south,$1713.00
1234,pink morsel,2019-07-25,east,$1557.00
1235,pink morsel,2019-07-25,west,$1725.00
1260,pink morsel,2019-07-26,north,$1605.00
1261,pink morsel,2019-07-26,south,$1770.00
1262,pink morsel,2019-07-26,east,$1557.00
1263,pink morsel,2019-07-26,west,$1755.00
1288,pink morsel,2019-07-27,north,$1737.00
1289,pink morsel,2019-07-27,south,$1785.00
1290,pink morsel,2019-07-27,east,$1545.00
1291,pink morsel,2019-07-27,west,$1560.00
1316,pink morsel,2019-07-28,north,$1509.00
1317,pink morsel,2019-07-28,south,$1761.00
1318,pink morsel,2019-07-28,east,$1551.00
1319,pink morsel,2019-07-28,west,$1683.00
1344,pink morsel,2019-07-29,north,$1644.00
1345,pink morsel,2019-07-29,south,$1608.00
1346,pink morsel,2019-07-29,east,$1719.00
1347,pink morsel,2019-07-29,west,$1794.00
1372,pink morsel,2019-07-30,north,$1764.00
1373,pink morsel,2019-07-30,south,$1512.00
1374,pink morsel,2019-07-30,east,$1701.00
1375,pink morsel,2019-07-30,west,$1797.00
1400,pink morsel,2019-07-31,north,$1734.00
1401,pink morsel,2019-07-31,south,$1791.00
1402,pink morsel,2019-07-31,east,$1761.00
1403,pink morsel,2019-07-31,west,$1587.00
1428,pink morsel,2019-08-01,north,$1596.00
1429,pink morsel,2019-08-01,south,$1542.00
1430,pink morsel,2019-08-01,east,$1710.00
1431,pink morsel,2019-08-01,west,$1701.00
1456,pink morsel,2019-08-02,north,$1647.00
1457,pink morsel,2019-08-02,south,$1524.00
1458,pink morsel,2019-08-02,east,$1782.00
1459,pink morsel,2019-08-02,west,$1716.00
1484,pink morsel,2019-08-03,north,$1752.00
1485,pink morsel,2019-08-03,south,$1686.00
1486,pink morsel,2019-08-03,east,$1764.00
1487,pink morsel,2019-08-03,west,$1755.00
1512,pink morsel,2019-08-04,north,$1578.00
1513,pink morsel,2019-08-04,south,$1539.00
1514,pink morsel,2019-08-04,east,$1743.00
1515,pink morsel,2019-08-04,west,$1596.00
1540,pink morsel,2019-08-05,north,$1506.00
1541,pink morsel,2019-08-05,south,$1527.00
1542,pink morsel,2019-08-05,east,$1626.00
1543,pink morsel,2019-08-05,west,$1530.00
1568,pink morsel,2019-08-06,north,$1521.00
1569,pink morsel,2019-08-06,south,$1713.00
1570,pink morsel,2019-08-06,east,$1761.00
1571,pink morsel,2019-08-06,west,$1557.00
1596,pink morsel,2019-08-07,north,$1584.00
1597,pink morsel,2019-08-07,south,$1764.00
1598,pink morsel,2019-08-07,east,$1623.00
1599,pink morsel,2019-08-07,west,$1776.00
1624,pink morsel,2019-08-08,north,$1749.00
1625,pink morsel,2019-08-08,south,$1707.00
1626,pink morsel,2019-08-08,east,$1629.00
1627,pink morsel,2019-08-08,west,$1773.00
1652,pink morsel,2019-08-09,north,$1758.00
1653,pink morsel,2019-08-09,south,$1671.00
1654,pink morsel,2019-08-09,east,$1659.00
1655,pink morsel,2019-08-09,west,$1641.00
1680,pink morsel,2019-08-10,north,$1596.00
1681,pink morsel,2019-08-10,south,$1626.00
1682,pink morsel,2019-08-10,east,$1557.00
1683,pink morsel,2019-08-10,west,$1695.00
1708,pink morsel,2019-08-11,north,$1659.00
1709,pink morsel,2019-08-11,south,$1680.00
1710,pink morsel,2019-08-11,east,$1683.00
1711,pink morsel,2019-08-11,west,$1692.00
1736,pink morsel,2019-08-12,north,$1569.00
1737,pink morsel,2019-08-12,south,$1740.00
1738,pink morsel,2019-08-12,east,$1650.00
1739,pink morsel,2019-08-12,west,$1569.00
1764,pink morsel,2019-08-13,north,$1701.00
1765,pink morsel,2019-08-13,south,$1677.00
1766,pink morsel,2019-08-13,east,$1533.00
1767,pink morsel,2019-08-13,west,$1587.00
1792,pink morsel,2019-08-14,north,$1713.00
1793,pink morsel,2019-08-14,south,$1611.00
1794,pink morsel,2019-08-14,east,$1524.00
1795,pink morsel,2019-08-14,west,$1725.00
1820,pink morsel,2019-08-15,north,$1761.00
1821,pink morsel,2019-08-15,south,$1569.00
1822,pink morsel,2019-08-15,east,$1668.00
1823,pink morsel,2019-08-15,west,$1563.00
1848,pink morsel,2019-08-16,north,$1734.00
1849,pink morsel,2019-08-16,south,$1524.00
1850,pink morsel,2019-08-16,east,$1731.00
1851,pink morsel,2019-08-16,west,$1665.00
1876,pink morsel,2019-08-17,north,$1710.00
1877,pink morsel,2019-08-17,south,$1509.00
1878,pink morsel,2019-08-17,east,$1539.00
1879,pink morsel,2019-08-17,west,$1533.00
1904,pink morsel,2019-08-18,north,$1785.00
1905,pink morsel,2019-08-18,south,$1665.00
1906,pink morsel,2019-08-18,east,$1722.00
1907,pink morsel,2019-08-18,west,$1659.00
1932,pink morsel,2019-08-19,north,$1791.00
1933,pink morsel,2019-08-19,south,$1680.00
1934,pink morsel,2019-08-19,east,$1542.00
1935,pink morsel,2019-08-19,west,$1701.00
1960,pink morsel,2019-08-20,north,$1671.00
1961,pink morsel,2019-08-20,south,$1656.00
1962,pink morsel,2019-08-20,east,$1536.00
1963,pink morsel,2019-08-20,west,$1800.00
1988,pink morsel,2019-08-21,north,$1605.00
1989,pink morsel,2019-08-21,south,$1671.00
1990,pink morsel,2019-08-21,east,$1590.00
1991,pink morsel,2019-08-21,west,$1545.00
2016,pink morsel,2019-08-22,north,$1500.00
2017,pink morsel,2019-08-22,south,$1779.00
2018,pink morsel,2019-08-22,east,$1656.00
2019,pink morsel,2019-08-22,west,$1731.00
2044,pink morsel,2019-08-23,north,$1614.00
2045,pink morsel,2019-08-23,south,$1782.00
2046,pink morsel,2019-08-23,east,$1629.00
2047,pink morsel,2019-08-23,west,$1635.00
2072,pink morsel,2019-08-24,north,$1548.00
2073,pink morsel,2019-08-24,south,$1776.00
2074,pink morsel,2019-08-24,east,$1743.00
2075,pink morsel,2019-08-24,west,$1737.00
2100,pink morsel,2019-08-25,north,$1644.00
2101,pink morsel,2019-08-25,south,$1626.00
2102,pink morsel,2019-08-25,east,$1680.00
2103,pink morsel,2019-08-25,west,$1524.00
2128,pink morsel,2019-08-26,north,$1515.00
2129,pink morsel,2019-08-26,south,$1704.00
2130,pink morsel,2019-08-26,east,$1653.00
2131,pink morsel,2019-08-26,west,$1554.00
2156,pink morsel,2019-08-27,north,$1644.00
2157,pink morsel,2019-08-27,south,$1674.00
2158,pink morsel,2019-08-27,east,$1665.00
2159,pink morsel,2019-08-27,west,$1755.00
2184,pink morsel,2019-08-28,north,$1566.00
2185,pink morsel,2019-08-28,south,$1659.00
2186,pink morsel,2019-08-28,east,$1515.00
2187,pink morsel,2019-08-28,west,$1779.00
2212,pink morsel,2019-08-29,north,$1572.00
2213,pink morsel,2019-08-29,south,$1770.00
2214,pink morsel,2019-08-29,east,$1632.00
2215,pink morsel,2019-08-29,west,$1677.00
2240,pink morsel,2019-08-30,north,$1755.00
2241,pink morsel,2019-08-30,south,$1527.00
2242,pink morsel,2019-08-30,east,$1623.00
2243,pink morsel,2019-08-30,west,$1668.00
2268,pink morsel,2019-08-31,north,$1683.00
2269,pink morsel,2019-08-31,south,$1698.00
2270,pink morsel,2019-08-31,east,$1749.00
2271,pink morsel,2019-08-31,west,$1632.00
2296,pink morsel,2019-09-01,north,$1785.00
2297,pink morsel,2019-09-01,south,$1707.00
2298,pink morsel,2019-09-01,east,$1518.00
2299,pink morsel,2019-09-01,west,$1563.00
2324,pink morsel,2019-09-02,north,$1701.00
2325,pink morsel,2019-09-02,south,$1605.00
2326,pink morsel,2019-09-02,east,$1596.00
2327,pink morsel,2019-09-02,west,$1605.00
2352,pink morsel,2019-09-03,north,$1716.00
2353,pink morsel,2019-09-03,south,$1569.00
2354,pink morsel,2019-09-03,east,$1725.00
2355,pink morsel,2019-09-03,west,$1542.00
2380,pink morsel,2019-09-04,north,$1692.00
2381,pink morsel,2019-09-04,south,$1560.00
2382,pink morsel,2019-09-04,east,$1515.00
2383,pink morsel,2019-09-04,west,$1653.00
2408,pink morsel,2019-09-05,north,$1629.00
2409,pink morsel,2019-09-05,south,$1668.00
2410,pink morsel,2019-09-05,east,$1698.00
2411,pink morsel,2019-09-05,west,$1677.00
